,X1,Provider Name,DBA Name,State,Census Block FIPS Code,Technology Code,Consumer,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),Business
2768,2768,"Brown County CLEC, LLC",Cellcom,WI,551170103001051,70,1,0.7,0.4,1
2769,2769,unWired Broadband Inc,unWired Broadband Inc,CA,061070024001018,70,1,30,7,1
2770,2770,"ViaSat, Inc.",Viasat Inc,IA,190350801006066,60,1,35,3,1
2771,2771,GCI Communication Corp.,GCI Communication Corp.,KS,200219584002035,60,0,0,0,1
2772,2772,"Skybeam, Inc.",Skybeam,IL,170219581002085,70,1,10,8,1
2773,2773,"ViaSat, Inc.",Viasat Inc,PA,420391105024048,60,1,35,3,1
2774,2774,"US Signal Company, LLC",US Signal Company,IL,170318281003032,30,0,0,0,1
2775,2775,Frontier Communications Corporation,Frontier Communications Corporation,IL,170759503002036,12,1,70,3,1
2776,2776,"ViaSat, Inc.",Viasat Inc,IL,170279004024058,60,1,100,3,1
2777,2777,GCI Communication Corp.,GCI Communication Corp.,NM,350499404001026,60,0,0,0,1
2778,2778,"Golden West Telecommunications Cooperative, Inc.",Golden West Telecommunications,SD,461139408001253,10,1,24,2,1
2779,2779,"ViaSat, Inc.",Viasat Inc,TN,471379251005067,60,1,35,3,1
2780,2780,"VSAT Systems, LLC",Skycasters,IL,170318248003035,60,1,2,1.3,1
2781,2781,"Harbor Communications, LLC",Harbor Communications,LA,220710017451008,30,1,20,20,1
2782,2782,"CenturyLink, Inc.",CenturyLink,OR,410290020002009,11,1,12,0.896,1
2783,2783,Frontier Communications Corporation,Frontier Communications Corporation,FL,121030245052010,10,1,6,1,1
2784,2784,"HNS License Sub, LLC",HughesNet,NY,360790116001014,60,1,25,3,1
2785,2785,"CenturyLink, Inc.",CenturyLink,NV,320030029411006,12,1,1.5,0.512,1
2786,2786,"HNS License Sub, LLC",HughesNet,CO,081010035001046,60,1,25,3,1
2787,2787,"HNS License Sub, LLC",HughesNet,AL,010599731002017,60,1,25,3,1
2788,2788,PenTeleData Limited Partnership I,PenTeleData Limited Partnership I,PA,420950154003009,42,0,0,0,1
2789,2789,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,MO,290770041022009,12,1,50,10,0
2790,2790,"MetaLINK Technologies, Inc.",MetaLINK Technologies Inc.,MI,261158329003004,70,1,15,1,1
2791,2791,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,PA,420792106001054,43,1,987,35,1
2792,2792,"XL Broadband, Inc.",XLBroadband,IL,171978835101046,70,1,50,10,1
2793,2793,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,ME,230239702002039,43,1,987,35,1
2794,2794,GCI Communication Corp.,GCI Communication Corp.,GA,131110504005122,60,0,0,0,1
2795,2795,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,IN,181410103005007,43,1,987,35,1
2796,2796,"HNS License Sub, LLC",HughesNet,TX,480291815063000,60,1,25,3,1
2797,2797,"Charter Communications, Inc.",Charter Communications Inc,FL,121270811022012,43,1,940,35,1
2798,2798,GCI Communication Corp.,GCI Communication Corp.,TN,471730402024019,60,0,0,0,1
2799,2799,"ViaSat, Inc.",Viasat Inc,CA,060816050004006,60,1,100,3,1
2800,2800,GCI Communication Corp.,GCI Communication Corp.,TX,483419501002014,60,0,0,0,1
2801,2801,"ViaSat, Inc.",Viasat Inc,KS,202019786002062,60,1,35,3,1
2802,2802,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,421330235002029,10,1,1,0.384,1
2803,2803,"VSAT Systems, LLC",Skycasters,PR,721239532002164,60,1,2,1.3,1
2804,2804,"ViaSat, Inc.",Viasat Inc,NC,370370202002032,60,1,100,3,1
2805,2805,"ViaSat, Inc.",Viasat Inc,IL,172010043003091,60,1,35,3,1
2806,2806,"VSAT Systems, LLC",Skycasters,PA,420619508002068,60,1,2,1.3,1
2807,2807,Frontier Communications Corporation,Frontier Communications Corporation,WV,540810008042011,10,1,6,1,1
2808,2808,"Windstream Georgia, LLC",Windstream Georgia LLC,GA,131198902001102,10,1,3,0.76,0
2809,2809,"TRANSWORLD NETWORK, CORP",TRANSWORLD NETWORK CORP,TX,482199507001112,70,1,15,2,1
2810,2810,"CenturyLink, Inc.",CenturyLink,NC,371950017001027,12,1,60,5,1
2811,2811,"VSAT Systems, LLC",Skycasters,OK,401430067071123,60,1,2,1.3,1
2812,2812,"Skybeam, Inc.",Skybeam,OK,400510007004142,70,1,5,3,1
2813,2813,GCI Communication Corp.,GCI Communication Corp.,GA,130670301033009,60,0,0,0,1
2814,2814,"VSAT Systems, LLC",Skycasters,AZ,040134210011013,60,1,2,1.3,1
2815,2815,"VSAT Systems, LLC",Skycasters,TX,483030017021014,60,1,2,1.3,1
2816,2816,"ViaSat, Inc.",Viasat Inc,VA,510853208031005,60,1,35,3,1
2817,2817,GCI Communication Corp.,GCI Communication Corp.,NJ,340270444012039,60,0,0,0,1
2818,2818,"ViaSat, Inc.",Viasat Inc,PA,420159501004053,60,1,100,3,1
2819,2819,"Cox Communications, Inc",Cox Communications,OK,401450304051012,43,1,1000,35,0
2820,2820,"HNS License Sub, LLC",HughesNet,KS,201719571001514,60,1,25,3,1
2821,2821,"Wired or Wireless, Inc.",Wired or Wireless Inc,ID,160099400003078,70,1,30,10,1
2822,2822,"VSAT Systems, LLC",Skycasters,IL,170317703003053,60,1,2,1.3,1
2823,2823,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,484910211001034,10,1,6,0.512,0
2824,2824,"Skybeam, Inc.",Skybeam,IL,171670028021006,70,1,50,50,1
2825,2825,"HNS License Sub, LLC",HughesNet,OR,410510037012008,60,1,25,3,1
2826,2826,GCI Communication Corp.,GCI Communication Corp.,GA,130970801032010,60,0,0,0,1
2827,2827,"HNS License Sub, LLC",HughesNet,CA,060190045041025,60,1,25,3,1
2828,2828,Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone,WI,550630108002029,10,1,30,5,1
2829,2829,Verizon Maryland LLC,Verizon Maryland LLC,MD,240054911001018,50,1,940,880,1
2830,2830,"HNS License Sub, LLC",HughesNet,UT,490111263063004,60,1,25,3,1
2831,2831,GCI Communication Corp.,GCI Communication Corp.,IN,180210405003103,60,0,0,0,1
2832,2832,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,WI,551332038045023,70,1,2,2,0
2833,2833,"VTX Communications, LLC",VTXC,TX,484899504001200,70,1,30,5,1
2834,2834,AMG Technology Investment Group,Nextlink Residential,TX,484391113044005,70,1,50,30,1
2835,2835,Verizon Maryland LLC,Verizon Maryland LLC,MD,240010014012022,10,1,5,0.768,1
2836,2836,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,NC,371290121051048,70,1,2,2,0
2837,2837,"VSAT Systems, LLC",Skycasters,MI,260250013004004,60,1,2,1.3,1
2838,2838,"VSAT Systems, LLC",Skycasters,LA,221030405012045,60,1,2,1.3,1
2839,2839,GCI Communication Corp.,GCI Communication Corp.,IN,180990203021052,60,0,0,0,1
2840,2840,"ViaSat, Inc.",Viasat Inc,CT,090010224002023,60,1,35,3,1
2841,2841,"PAETEC Communications, Inc.","PAETEC Communications, Inc.",CT,090034602042013,11,0,0,0,1
2842,2842,Illinois Bell Telephone Company,AT&T Illinois,IL,171635045002012,12,1,100,20,0
2843,2843,"Byhalia.net, LLC",Byhalia.net LLC,OH,391590503041028,70,1,25,3,0
2844,2844,AT&T California,AT&T California,CA,060650420081016,12,1,50,10,0
2845,2845,"ViaSat, Inc.",Viasat Inc,OH,390110402004052,60,1,35,3,1
2846,2846,"HNS License Sub, LLC",HughesNet,OH,390650003003005,60,1,25,3,1
2847,2847,"ViaSat, Inc.",Viasat Inc,GA,130159601022000,60,1,100,3,1
2848,2848,"HNS License Sub, LLC",HughesNet,CA,060770052022002,60,1,25,3,1
2849,2849,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,MI,261251572002018,43,1,987,35,1
2850,2850,"VSAT Systems, LLC",Skycasters,NJ,340076104003016,60,1,2,1.3,1
2851,2851,"Broadband VI, LLC",Broadband VI,VI,780309604001012,70,1,25,5,1
2852,2852,"VSAT Systems, LLC",Skycasters,VA,510872012012011,60,1,2,1.3,1
2853,2853,"HNS License Sub, LLC",HughesNet,CA,060570001022000,60,1,25,3,1
2854,2854,"Skybeam, Inc.",Skybeam,CO,080310083871016,70,1,10,9,1
2855,2855,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,MS,280819507003022,42,1,150,10,1
2856,2856,GCI Communication Corp.,GCI Communication Corp.,OR,410099705001108,60,0,0,0,1
2857,2857,"ViaSat, Inc.",Viasat Inc,CA,060372628022006,60,1,35,3,1
2858,2858,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,IL,170313801001025,43,1,987,35,1
2859,2859,"ViaSat, Inc.",Viasat Inc,ID,160099400001232,60,1,35,3,1
2860,2860,"ViaSat, Inc.",Viasat Inc,IN,180479696002046,60,1,35,3,1
2861,2861,"ViaSat, Inc.",Viasat Inc,IL,170898539005034,60,1,35,3,1
2862,2862,Phoenix Internet,PhoenixInternet,AZ,040136199003005,70,1,15,1,1
2863,2863,"CenturyLink, Inc.",CenturyLink,NC,371939611001055,11,1,10,0.768,1
2864,2864,"HNS License Sub, LLC",HughesNet,TN,470539673001043,60,1,25,3,1
2865,2865,AMG Technology Investment Group,Nextlink Residential,TX,484971504013126,70,1,50,10,1
2866,2866,"S&T Communications, LLC",S&T Communications,KS,201939531004015,11,1,15,1,1
2867,2867,"ViaSat, Inc.",Viasat Inc,NY,360957408004048,60,1,35,3,1
2868,2868,"VSAT Systems, LLC",Skycasters,TX,484659506012012,60,1,2,1.3,1
2869,2869,"HNS License Sub, LLC",HughesNet,CA,060411042003011,60,1,25,3,1
2870,2870,"ViaSat, Inc.",Viasat Inc,NE,311579529002202,60,1,35,3,1
2871,2871,AMG Technology Investment Group,Nextlink Residential,TX,484391139271000,70,1,50,30,1
2872,2872,"VSAT Systems, LLC",Skycasters,CA,060230102003018,60,1,2,1.3,1
2873,2873,"BellSouth Telecommunications, Inc.",AT&T Georgia,GA,131430103025071,12,1,50,10,0
2874,2874,"HNS License Sub, LLC",HughesNet,CA,060375705014012,60,1,25,3,1
2875,2875,"VSAT Systems, LLC",Skycasters,NE,310519776003137,60,1,2,1.3,1
2876,2876,"HNS License Sub, LLC",HughesNet,NM,350250004001008,60,1,25,3,1
2877,2877,Livingston Telephone Company,Livingston Telephone,TX,483732105001007,40,1,25,3,1
2878,2878,"ViaSat, Inc.",Viasat Inc,MO,291892180034025,60,1,100,3,1
2879,2879,"HNS License Sub, LLC",HughesNet,NJ,340076035052037,60,1,25,3,1
2880,2880,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420035632002050,10,1,10,1,1
2881,2881,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,VA,510050801003019,70,1,2,2,0
2882,2882,"Cable One, Inc.",Cable ONE,OR,410459705003016,42,1,1000,50,1
2883,2883,"VSAT Systems, LLC",Skycasters,WA,530630010006069,60,1,2,1.3,1
2884,2884,Shawnee Telephone Company,Shawnee Telephone,IL,170699710003031,50,1,100,50,1
2885,2885,"VSAT Systems, LLC",Skycasters,WV,540539549005146,60,1,2,1.3,1
2886,2886,"HNS License Sub, LLC",HughesNet,VT,500219623002071,60,1,25,3,1
2887,2887,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,370899313003026,11,1,18,0.768,0
2888,2888,Frontier Communications Corporation,Frontier Communications Corporation,NY,360179708022056,11,1,18,1,1
2889,2889,Hudson Valley Wireless,Hudson Valley Wireless,NY,360010144011074,70,1,25,4,1
2890,2890,"HNS License Sub, LLC",HughesNet,AZ,040019702001647,60,1,25,3,1
2891,2891,GCI Communication Corp.,GCI Communication Corp.,MD,240217505042013,60,0,0,0,1
2892,2892,"VSAT Systems, LLC",Skycasters,TN,470370184092033,60,1,2,1.3,1
2893,2893,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,482450061001005,11,1,3,0.384,0
2894,2894,Monmouth Telephone & Telegraph,Monmouth Telephone & Telegraph,NJ,340311432003022,50,0,0,0,1
2895,2895,"King Street Wireless, L.P.",King Street Wireless L.P.,IN,180379537001077,70,1,10,2,0
2896,2896,"ViaSat, Inc.",Viasat Inc,GA,132639603002042,60,1,35,3,1
2897,2897,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,421010136011007,10,1,5,0.768,1
2898,2898,"ViaSat, Inc.",Viasat Inc,IN,181270506044002,60,1,100,3,1
2899,2899,"HNS License Sub, LLC",HughesNet,GA,132910002032054,60,1,25,3,1
2900,2900,"Charter Communications, Inc.",Charter Communications Inc,FL,121010320012013,43,1,940,35,1
2901,2901,GCI Communication Corp.,GCI Communication Corp.,MT,300530001001931,60,0,0,0,1
2902,2902,"CenturyLink, Inc.",CenturyLink,UT,490532709021013,10,1,1.5,0.896,1
2903,2903,"ViaSat, Inc.",Viasat Inc,IL,171978836062008,60,1,35,3,1
2904,2904,"VSAT Systems, LLC",Skycasters,NY,360670116003035,60,1,2,1.3,1
2905,2905,"ViaSat, Inc.",Viasat Inc,SC,450910614032030,60,1,100,3,1
2906,2906,"ViaSat, Inc.",Viasat Inc,TX,485079502001344,60,1,35,3,1
2907,2907,GCI Communication Corp.,GCI Communication Corp.,TX,482015217004126,60,0,0,0,1
2908,2908,GCI Communication Corp.,GCI Communication Corp.,PA,421257310005019,60,0,0,0,1
2909,2909,The Ohio Bell Telephone Company,AT&T Ohio,OH,391535318015042,11,1,18,0.768,0
2910,2910,"Wisper ISP, INC",Wisper ISP,MO,290970106005022,70,1,25,4,1
2911,2911,GCI Communication Corp.,GCI Communication Corp.,CA,060090005042232,60,0,0,0,1
2912,2912,GCI Communication Corp.,GCI Communication Corp.,NY,361031461052011,60,0,0,0,1
2913,2913,"VSAT Systems, LLC",Skycasters,WA,530379755001041,60,1,2,1.3,1
2914,2914,Total Highspeed LLC,Total Highspeed Internet Solutions,MO,291059601004072,70,1,30,30,1
2915,2915,GCI Communication Corp.,GCI Communication Corp.,OH,390450317003003,60,0,0,0,1
2916,2916,"HNS License Sub, LLC",HughesNet,IA,190219605002011,60,1,25,3,1
2917,2917,GCI Communication Corp.,GCI Communication Corp.,IA,190693603003091,60,0,0,0,1
2918,2918,"VSAT Systems, LLC",Skycasters,ND,380439668002471,60,1,2,1.3,1
2919,2919,"ViaSat, Inc.",Viasat Inc,AL,010970065023030,60,1,35,3,1
2920,2920,"VSAT Systems, LLC",Skycasters,MO,290339602003302,60,1,2,1.3,1
2921,2921,"VSAT Systems, LLC",Skycasters,OK,400099665001472,60,1,2,1.3,1
2922,2922,"VSAT Systems, LLC",Skycasters,KY,212090406013045,60,1,2,1.3,1
2923,2923,GCI Communication Corp.,GCI Communication Corp.,GA,132551605001033,60,0,0,0,1
2924,2924,GCI Communication Corp.,GCI Communication Corp.,MS,280299506002195,60,0,0,0,1
2925,2925,Frontier Communications Corporation,Frontier Communications Corporation,CA,061050001013045,10,1,3,0.384,1
2926,2926,GCI Communication Corp.,GCI Communication Corp.,NJ,340090209011112,60,0,0,0,1
2927,2927,"VSAT Systems, LLC",Skycasters,TN,471570205232008,60,1,2,1.3,1
2928,2928,"VSAT Systems, LLC",Skycasters,TX,481677235024043,60,1,2,1.3,1
2929,2929,"VSAT Systems, LLC",Skycasters,CA,060374023011007,60,1,2,1.3,1
2930,2930,Frontier Communications Corporation,Frontier Communications Corporation,NY,360710139002007,10,1,6,1,1
2931,2931,"ViaSat, Inc.",Viasat Inc,AL,010719504001002,60,1,35,3,1
2932,2932,"ViaSat, Inc.",Viasat Inc,WY,560139404005068,60,1,35,3,1
2933,2933,"EarthLink Business, LLC","EarthLink Business, LLC",GA,131131401022042,40,0,0,0,1
2934,2934,"HNS License Sub, LLC",HughesNet,CA,060952522024043,60,1,25,3,1
2935,2935,Illinois Bell Telephone Company,AT&T Illinois,IL,170279004024049,10,1,6,0.512,0
2936,2936,Mediacom Illinois LLC,Mediacom Illinois LLC,IL,170159606001042,43,1,1000,50,1
2937,2937,"ViaSat, Inc.",Viasat Inc,IA,190130022001040,60,1,35,3,1
2938,2938,GCI Communication Corp.,GCI Communication Corp.,MI,261390219022012,60,0,0,0,1
2939,2939,GCI Communication Corp.,GCI Communication Corp.,TX,484391141037019,60,0,0,0,1
2940,2940,"ViaSat, Inc.",Viasat Inc,CA,060971513085018,60,1,35,3,1
2941,2941,GCI Communication Corp.,GCI Communication Corp.,TX,481439503004062,60,0,0,0,1
2942,2942,"ViaSat, Inc.",Viasat Inc,CA,060650406071016,60,1,35,3,1
2943,2943,GCI Communication Corp.,GCI Communication Corp.,MN,271410304021050,60,0,0,0,1
2944,2944,"Charter Communications, Inc.",Charter Communications Inc,NY,360290088001002,43,1,940,35,1
2945,2945,GCI Communication Corp.,GCI Communication Corp.,MO,290270707002056,60,0,0,0,1
2946,2946,"KanOkla Communications, Inc.","KanOkla Communications, Inc.",KS,200150206003006,70,1,6,2,0
2947,2947,"ViaSat, Inc.",Viasat Inc,OH,390830068013010,60,1,100,3,1
2948,2948,GCI Communication Corp.,GCI Communication Corp.,FL,120310172001193,60,0,0,0,1
2949,2949,"Elkhart Telephone Co., Inc.",Epic Touch Co,KS,201299646003012,50,1,50,50,1
2950,2950,"VSAT Systems, LLC",Skycasters,AL,010730121041110,60,1,2,1.3,1
2951,2951,"TDS METROCOM, LLC",tds metrocom,WI,551390019002270,10,0,0,0,1
2952,2952,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,371190045003018,50,1,1000,1000,0
2953,2953,GCI Communication Corp.,GCI Communication Corp.,IA,190259503002161,60,0,0,0,1
2954,2954,"CenturyLink, Inc.",CenturyLink,WI,550630102021032,10,1,0.768,0.256,1
2955,2955,W A T C H TV,Watch Communications,OH,390630003002040,70,1,15,3,1
2956,2956,"ViaSat, Inc.",Viasat Inc,GA,130939701001000,60,1,35,3,1
2957,2957,Frontier Communications Corporation,Frontier Communications Corporation,IL,171130055021149,10,1,6,1,1
2958,2958,"HNS License Sub, LLC",HughesNet,AR,051430101023022,60,1,25,3,1
2959,2959,"Charter Communications, Inc.",Charter Communications Inc,OH,391130301002075,43,1,940,35,1
2960,2960,"HNS License Sub, LLC",HughesNet,MN,271359705002043,60,1,25,3,1
2961,2961,Mediacom Iowa LLC,Mediacom Iowa LLC,IA,190339504022021,42,1,100,10,1
2962,2962,"ViaSat, Inc.",Viasat Inc,AR,050234802024086,60,1,35,3,1
2963,2963,"ViaSat, Inc.",Viasat Inc,ID,160159502003884,60,1,35,3,1
2964,2964,"VTel Wireless, Inc.","VTel Wireless, Inc.",VT,500130202004001,70,1,1.5,0.2,1
2965,2965,"ViaSat, Inc.",Viasat Inc,FL,120330011044018,60,1,35,3,1
2966,2966,GCI Communication Corp.,GCI Communication Corp.,AK,021220002004036,43,1,1000,50,1
2967,2967,"Santa Rosa Telephone Coop., Inc. CLEC",SANTA ROSA TELEPHONE COOPERATIVE - 0005063615,TX,482079503001016,50,1,1000,1000,1
2968,2968,"CenturyLink, Inc.",CenturyLink,OR,410599509002086,10,1,1.5,0.896,1
2969,2969,"HNS License Sub, LLC",HughesNet,KY,210019704021063,60,1,25,3,1
2970,2970,GCI Communication Corp.,GCI Communication Corp.,MS,280219503004021,60,0,0,0,1
2971,2971,"Westel, Inc",Westel Inc,TX,481210216232007,30,0,0,0,1
2972,2972,"HNS License Sub, LLC",HughesNet,VA,518000751012004,60,1,25,3,1
2973,2973,"ViaSat, Inc.",Viasat Inc,WY,560250018003378,60,1,35,3,1
2974,2974,GCI Communication Corp.,GCI Communication Corp.,TX,481210216212014,60,0,0,0,1
2975,2975,"CenturyLink, Inc.",CenturyLink,NC,371470013011036,12,1,25,2,1
2976,2976,"VSAT Systems, LLC",Skycasters,PA,420710121021016,60,1,2,1.3,1
2977,2977,GCI Communication Corp.,GCI Communication Corp.,MN,270859507003075,60,0,0,0,1
2978,2978,"HNS License Sub, LLC",HughesNet,DE,100010409001058,60,1,25,3,1
2979,2979,"VSAT Systems, LLC",Skycasters,IL,171399772003041,60,1,2,1.3,1
2980,2980,"CenturyLink, Inc.",CenturyLink,NC,370319705011041,12,1,10,1,1
2981,2981,"HNS License Sub, LLC",HughesNet,NJ,340258057003002,60,1,25,3,1
2982,2982,"Ultimate Internet Access, Inc","Ultimate Internet Access, Inc.",CA,060710094001040,70,1,30,30,1
2983,2983,"HNS License Sub, LLC",HughesNet,NE,310019654001033,60,1,25,3,1
2984,2984,"HNS License Sub, LLC",HughesNet,PA,420970822004043,60,1,25,3,1
2985,2985,"VSAT Systems, LLC",Skycasters,WI,550079604001192,60,1,2,1.3,1
2986,2986,"VSAT Systems, LLC",Skycasters,CA,060770051351010,60,1,2,1.3,1
2987,2987,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420810105001084,10,1,3,0.768,1
2988,2988,"VSAT Systems, LLC",Skycasters,FL,120174504001116,60,1,2,1.3,1
2989,2989,"Charter Communications, Inc.",Charter Communications Inc,AL,010872320002019,43,1,300,20,1
2990,2990,Craw Kan Telephone Cooperative Inc,Craw Kan Telephone Cooperative Inc,KS,200219581002036,10,1,50,15,1
2991,2991,"ViaSat, Inc.",Viasat Inc,OH,390490097402258,60,1,100,3,1
2992,2992,"Charter Communications, Inc.",Charter Communications Inc,NC,371679308011013,43,1,940,35,1
2993,2993,"Charter Communications, Inc.",Charter Communications Inc,CA,060372325002000,43,1,940,35,1
2994,2994,"Charter Communications, Inc.",Charter Communications Inc,OH,391319523001126,43,1,940,35,1
2995,2995,AT&T California,AT&T California,CA,060290030002000,10,1,6,0.512,0
2996,2996,"VSAT Systems, LLC",Skycasters,TN,470719203001075,60,1,2,1.3,1
2997,2997,Verizon Delaware LLC,Verizon Delaware LLC,DE,100030163023029,50,1,940,880,1
2998,2998,"VSAT Systems, LLC",Skycasters,VA,510150701003047,60,1,2,1.3,1
2999,2999,"Windstream Pennsylvania, LLC",Windstream Pennsylvania LLC.,PA,420639606001087,12,1,100,8,0
3000,3000,"HNS License Sub, LLC",HughesNet,IN,180050111006035,60,1,25,3,1
3001,1,"CenturyLink, Inc.",CenturyLink,MT,300310001012063,12,1,10,1,1
3002,2,"CenturyLink, Inc.",CenturyLink,MO,292134804012054,12,1,1.5,0.512,1
3003,3,"ViaSat, Inc.",Viasat Inc,NY,360650216012009,60,1,100,3,1
3004,4,"ViaSat, Inc.",Viasat Inc,NM,350559527002083,60,1,35,3,1
3005,5,"Golden West Telecommunications Cooperative, Inc.",Golden West Telecommunications,SD,461259651003007,50,1,100,100,1
3006,6,GCI Communication Corp.,GCI Communication Corp.,TX,481130142033017,60,0,0,0,1
3007,7,"CenturyLink, Inc.",CenturyLink,KS,201137883001099,12,1,1.5,0.512,1
3008,8,GCI Communication Corp.,GCI Communication Corp.,WI,550250015012000,60,0,0,0,1
3009,9,"Charter Communications, Inc.",Charter Communications Inc,CA,060790124021058,43,1,940,35,1
3010,10,"CenturyLink, Inc.",CenturyLink,MO,291618901001012,12,1,40,2,1
3011,11,"VSAT Systems, LLC",Skycasters,TX,480359504002073,60,1,2,1.3,1
3012,12,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,CO,080310041022013,43,1,987,35,1
3013,13,GCI Communication Corp.,GCI Communication Corp.,SC,450559707001047,60,0,0,0,1
3014,14,GCI Communication Corp.,GCI Communication Corp.,OH,390897591004002,60,0,0,0,1
3015,15,The Rye Telephone Company,Rye Telephone,CO,080559609003033,50,1,1000,100,1
3016,16,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420454097012022,10,1,10,1,1
3017,17,"VSAT Systems, LLC",Skycasters,CA,060530112041150,60,1,2,1.3,1
3018,18,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,CA,060490003002420,70,1,2,0.064,0
3019,19,GCI Communication Corp.,GCI Communication Corp.,AR,050039603004030,60,0,0,0,1
3020,20,Frontier Communications Corporation,Frontier North Illinois  Contel,IL,170370015003084,10,1,6,1,1
3021,21,"Level  3 Communications, LLC",CenturyLink,TX,481130141242143,50,0,0,0,1
3022,22,"TRI County Telephone Association, Inc.",TCT CLEC,MT,300870001002210,40,1,20,1,1
3023,23,GCI Communication Corp.,GCI Communication Corp.,TX,481830107005033,60,0,0,0,1
3024,24,GCI Communication Corp.,GCI Communication Corp.,PA,420691102013016,60,0,0,0,1
3025,25,"ViaSat, Inc.",Viasat Inc,AR,050350302023027,60,1,100,3,1
3026,26,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,PA,421257320002026,43,1,987,35,1
3027,27,"HNS License Sub, LLC",HughesNet,CA,060770055011005,60,1,25,3,1
3028,28,"HNS License Sub, LLC",HughesNet,OK,400370201011014,60,1,25,3,1
3029,29,"HNS License Sub, LLC",HughesNet,WV,541090028002087,60,1,25,3,1
3030,30,"VSAT Systems, LLC",Skycasters,AR,050419504002071,60,1,2,1.3,1
3031,31,Frontier Communications Corporation,Frontier North Michigan  GTE,MI,261439705001109,11,1,3,0.384,1
3032,32,"CenturyLink, Inc.",CenturyLink,TN,471630411001012,12,1,100,10,1
3033,33,"HNS License Sub, LLC",HughesNet,TX,481299503001172,60,1,25,3,1
3034,34,"ViaSat, Inc.",Viasat Inc,NM,350459429002076,60,1,35,3,1
3035,35,"HNS License Sub, LLC",HughesNet,FL,121030250104061,60,1,25,3,1
3036,36,GCI Communication Corp.,GCI Communication Corp.,TX,480717104013117,60,0,0,0,1
3037,37,"ViaSat, Inc.",Viasat Inc,PA,420034869002015,60,1,100,3,1
3038,38,"Bug Tussel Wireless, LLC","Bug Tussel Wireless, LLC",WI,550390421001020,70,1,12,3,0
3039,39,Frontier Communications Corporation,Frontier North Illinois  GTE,IL,171239612001090,10,1,6,1,1
3040,40,GCI Communication Corp.,GCI Communication Corp.,GA,132639602002082,60,0,0,0,1
3041,41,"ViaSat, Inc.",Viasat Inc,CA,061110086004022,60,1,35,3,1
3042,42,Indiana Bell Telephone Company,AT&T Indiana,IN,181630025001012,10,1,3,0.384,0
3043,43,"VSAT Systems, LLC",Skycasters,IA,190399602001069,60,1,2,1.3,1
3044,44,"VSAT Systems, LLC",Skycasters,PA,420490030002011,60,1,2,1.3,1
3045,45,"VSAT Systems, LLC",Skycasters,TX,481130090003012,60,1,2,1.3,1
3046,46,"VSAT Systems, LLC",Skycasters,TX,484599502003071,60,1,2,1.3,1
3047,47,"ViaSat, Inc.",Viasat Inc,AZ,040190041102010,60,1,100,3,1
3048,48,Verizon Virginia LLC,Verizon Virginia LLC,VA,515102002013006,10,1,15,1,1
3049,49,GCI Communication Corp.,GCI Communication Corp.,KY,210930017001036,60,0,0,0,1
3050,50,"ViaSat, Inc.",Viasat Inc,MN,270370611061003,60,1,100,3,1
3051,51,"Cal.net, Inc.",Cal.net Inc.,CA,060470017001001,70,1,25,5,1
3052,52,"VSAT Systems, LLC",Skycasters,MN,271370121001050,60,1,2,1.3,1
3053,53,"HNS License Sub, LLC",HughesNet,OH,391517017002101,60,1,25,3,1
3054,54,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Rio Rancho)",NM,350010037303010,70,1,50,10,1
3055,55,"ViaSat, Inc.",Viasat Inc,AL,011170309001009,60,1,100,3,1
3056,56,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,MO,291892149003016,10,1,6,0.512,0
3057,57,"CenturyLink, Inc.",CenturyLink,NC,371459202001055,12,1,100,10,1
3058,58,"ViaSat, Inc.",Viasat Inc,GA,131390014032050,60,1,100,3,1
3059,59,Country Wireless LLC,Country Wireless,WI,551410109003101,70,1,7,2,1
